MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/10/04 14:59:29.821),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,HRP,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,VID_FRAME,
0,Drive View,0,0.00000,790758531161,0.33692,0.10063,0.00000,0.00000,1,0,0.67384,0.20126,1,0.61172,0.08887,0,,0.75671,0.40116,19.45998,1.75640,1,0.75539,0.38191,29.60996,1.75640,0,0,0.14788,18,5.10512,1,12.86588,0,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,Drive View,1,0.01631,790758694234,0.67116,-0.10156,0.00000,0.00000,1,0,0.66847,-0.40438,1,0.61172,0.08887,3,,0.39544,0.44744,19.25111,1.72734,1,0.75723,0.40152,19.12338,1.69786,1,0,0.00000,18,4.74422,1,5.14908,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,Drive View,2,0.03379,790758869026,0.63596,0.10608,0.00000,0.00000,1,0,0.60076,0.31372,1,0.61172,0.08887,0,,0.39605,0.44798,18.97995,1.66880,1,0.75797,0.40168,18.61629,1.63931,1,0,0.00000,18,4.56221,1,5.13708,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,Drive View,3,0.04903,790759021397,0.59535,0.24607,0.00000,0.00000,1,0,0.51412,0.52606,1,0.61172,0.08887,0,,0.39640,0.44839,19.60803,1.61025,1,0.75831,0.40141,18.97663,1.58076,1,0,0.00000,18,4.63380,1,5.05657,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,Drive View,4,0.06581,790759189184,0.54179,0.46997,0.00000,0.00000,1,0,0.51050,0.57013,1,0.61172,0.08887,0,,0.39691,0.44848,19.07062,1.55170,1,0.75901,0.40256,19.35573,1.52222,1,0,0.00000,18,4.62860,1,5.11589,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,Drive View,5,0.08203,790759351484,0.54192,0.49330,0.00000,0.00000,1,0,0.54205,0.51663,1,0.61172,0.08887,0,,0.39738,0.44935,18.92296,1.52222,1,0.75891,0.40310,20.10166,1.52222,1,0,0.00000,18,4.62196,1,5.08146,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,Drive View,6,0.09849,790759516057,0.55880,0.45040,0.00000,0.00000,1,0,0.59258,0.36460,1,0.61172,0.08887,0,,0.39757,0.44924,19.30759,1.52222,1,0.75891,0.40327,19.47930,1.52222,1,0,0.00000,18,4.55646,1,5.05980,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,Drive View,7,0.11518,790759682951,0.56688,0.43225,0.06581,0.04938,2,1,0.59110,0.37780,1,0.61172,0.08887,0,,0.39756,0.44951,19.38645,1.51041,1,0.75964,0.40341,19.14208,1.49843,1,0,0.00000,18,4.58394,1,5.16140,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,Drive View,8,0.13121,790759843172,0.55929,0.45460,0.06581,0.06540,2,1,0.52894,0.54401,1,0.61172,0.08887,0,,0.39787,0.45033,19.42061,1.48663,1,0.75974,0.40347,19.34465,1.47465,1,0,0.00000,18,4.61288,1,5.16127,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,Drive View,9,0.14752,790760006393,0.56621,0.44696,0.06581,0.08172,2,1,0.60082,0.40877,1,0.61172,0.08887,0,,0.39793,0.45008,19.51666,1.46284,1,0.75954,0.40361,19.15493,1.45086,1,0,0.00000,18,4.62583,1,5.27152,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
