415	21	690	526	0.800	0.484	655.633	3.372	0	686	555	0.516	0.491	664.454	3.711	0
435	22	719	508	0.800	0.484	655.633	3.283	0	705	513	0.516	0.491	664.454	3.608	0
455	23	702	533	0.800	0.483	655.633	3.179	0	714	535	0.516	0.491	664.454	3.485	0
475	24	717	528	0.800	0.484	653.307	3.157	0	712	515	0.516	0.491	664.421	3.505	0
495	25	466	640	0.802	0.484	653.307	3.425	0	485	612	0.519	0.492	664.421	3.537	0
515	26	395	639	0.804	0.484	653.307	3.287	0	399	652	0.521	0.492	664.421	3.433	0
535	27	428	599	0.804	0.484	653.307	3.501	0	380	640	0.521	0.491	664.421	3.485	0
555	28	389	600	0.805	0.484	653.307	3.368	0	396	584	0.521	0.491	664.421	3.526	0
575	29	397	600	0.805	0.484	654.243	3.353	0	390	604	0.521	0.491	661.757	3.472	0
595	30	407	602	0.805	0.484	654.243	3.288	0	-1280	-1024	0.805	0.484	-1.000	-1.000	4
614	31	385	544	0.805	0.484	654.243	3.172	0	-1280	-1024	0.805	0.484	-1.000	-1.000	4
634	32	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
654	33	416	585	0.805	0.484	654.243	3.150	0	-1280	-1024	0.805	0.484	-1.000	-1.000	4
674	34	403	568	0.805	0.485	651.088	3.124	0	-1280	-1024	0.805	0.485	-1.000	-1.000	4
694	35	327	604	0.807	0.485	651.088	3.174	0	-1280	-1024	0.807	0.485	-1.000	-1.000	4
714	36	291	612	0.807	0.484	651.088	3.089	0	-1280	-1024	0.807	0.484	-1.000	-1.000	4
734	37	301	626	0.808	0.484	651.088	3.115	0	-1280	-1024	0.808	0.484	-1.000	-1.000	4
754	38	274	637	0.808	0.484	651.088	3.031	0	-1280	-1024	0.808	0.484	-1.000	-1.000	4
774	39	272	649	0.808	0.484	650.003	3.015	0	-1280	-1024	0.524	0.491	-1.000	-1.000	4
794	40	260	622	0.808	0.484	650.003	3.218	0	-1280	-1024	0.808	0.484	-1.000	-1.000	4
814	41	208	485	0.809	0.482	650.003	3.107	0	-1280	-1024	0.809	0.482	-1.000	-1.000	4
834	42	170	285	0.809	0.478	650.003	3.004	0	-1280	-1024	0.809	0.478	-1.000	-1.000	4
854	43	169	83	0.809	0.477	650.003	3.200	0	-1280	-1024	0.809	0.477	-1.000	-1.000	4
874	44	167	-95	0.809	0.476	649.483	3.115	0	-1280	-1024	0.527	0.482	-1.000	-1.000	4
894	45	178	55	0.809	0.476	649.483	3.173	0	-1280	-1024	0.809	0.476	-1.000	-1.000	4
914	46	179	48	0.809	0.476	649.483	3.056	0	-1280	-1024	0.809	0.476	-1.000	-1.000	4
933	47	192	40	0.810	0.477	649.483	3.078	0	-1280	-1024	0.810	0.477	-1.000	-1.000	4
953	48	177	32	0.810	0.477	649.483	3.059	0	-1280	-1024	0.810	0.477	-1.000	-1.000	4
973	49	180	21	0.810	0.477	650.761	3.073	0	-1280	-1024	0.527	0.483	-1.000	-1.000	4
993	50	194	20	0.810	0.477	650.761	2.924	0	-1280	-1024	0.810	0.477	-1.000	-1.000	4
1013	51	175	16	0.810	0.478	650.761	2.922	0	-1280	-1024	0.810	0.478	-1.000	-1.000	4
1033	52	167	24	0.810	0.478	650.761	2.889	0	-1280	-1024	0.810	0.478	-1.000	-1.000	4
1053	53	146	46	0.810	0.477	650.761	3.173	0	-1280	-1024	0.810	0.477	-1.000	-1.000	4
1073	54	127	48	0.810	0.477	650.631	3.184	0	-1280	-1024	0.527	0.483	-1.000	-1.000	4
1093	55	166	29	0.810	0.476	650.631	3.151	0	-1280	-1024	0.810	0.476	-1.000	-1.000	4
1113	56	143	-9	0.809	0.476	650.631	3.075	0	-1280	-1024	0.809	0.476	-1.000	-1.000	4
1133	57	148	-12	0.809	0.475	650.631	2.985	0	-1280	-1024	0.809	0.475	-1.000	-1.000	4
1153	58	156	-9	0.809	0.475	650.631	3.188	0	-1280	-1024	0.809	0.475	-1.000	-1.000	4
1173	59	-1280	-1024	0.527	0.482	-1.000	-1.000	4	-1280	-1024	0.527	0.482	-1.000	-1.000	4
1193	60	146	31	0.810	0.475	642.173	3.026	0	-1280	-1024	0.810	0.475	-1.000	-1.000	4
1213	61	165	29	0.810	0.475	640.484	2.949	0	-1280	-1024	0.810	0.475	-1.000	-1.000	4
1233	62	139	40	0.810	0.475	640.487	3.162	0	-1280	-1024	0.810	0.475	-1.000	-1.000	4
1252	63	173	53	0.810	0.475	640.513	3.080	0	-1280	-1024	0.810	0.475	-1.000	-1.000	4
1272	64	156	-3	0.810	0.475	655.744	3.176	0	-1280	-1024	0.527	0.482	-1.000	-1.000	4
1292	65	152	-3	0.810	0.475	655.744	3.118	0	-1280	-1024	0.810	0.475	-1.000	-1.000	4
1312	66	79	-3	0.810	0.475	655.744	3.243	0	-1280	-1024	0.810	0.475	-1.000	-1.000	4
1332	67	6	-22	0.811	0.476	655.744	3.253	0	-49	47	0.529	0.482	655.822	2.634	0
1352	68	18	-21	0.811	0.475	655.744	3.246	0	-28	32	0.529	0.481	655.822	2.643	0
1372	69	41	13	0.812	0.475	646.940	3.207	0	-25	42	0.529	0.481	653.082	2.632	0
1392	70	-4	3	0.812	0.475	646.940	3.462	0	-52	29	0.529	0.481	653.082	2.854	0
1412	71	25	-4	0.812	0.475	646.940	3.294	0	-56	46	0.529	0.481	653.082	2.853	0
1432	72	16	-24	0.812	0.475	646.940	3.173	0	-51	35	0.529	0.481	653.082	2.632	0
1452	73	9	3	0.812	0.475	646.940	3.321	0	-76	27	0.529	0.481	653.082	2.759	0
1472	74	26	4	0.812	0.475	644.390	3.276	0	-79	33	0.529	0.481	652.894	2.695	0
1492	75	36	18	0.813	0.475	644.390	3.331	0	-38	45	0.529	0.480	652.894	2.699	0
1512	76	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
1532	77	42	45	0.813	0.474	644.390	3.330	0	-34	13	0.530	0.480	652.894	2.583	0
1551	78	-1280	-1024	0.530	0.480	-1.000	-1.000	4	-23	40	0.530	0.480	652.894	2.636	0
1571	79	-1280	-1024	0.814	0.474	-1.000	-1.000	4	-20	35	0.530	0.480	651.199	2.584	0
1591	80	-1280	-1024	0.530	0.480	-1.000	-1.000	4	-56	65	0.530	0.480	651.199	2.649	0
1611	81	33	-4	0.814	0.474	645.911	3.275	0	-34	85	0.531	0.480	651.199	2.715	0
1631	82	-1280	-1024	0.531	0.479	-1.000	-1.000	4	-59	85	0.531	0.479	651.199	2.516	0
1651	83	-1280	-1024	0.531	0.479	-1.000	-1.000	4	-64	55	0.531	0.479	651.199	2.701	0
1671	84	-1280	-1024	0.815	0.473	-1.000	-1.000	4	-60	63	0.531	0.479	651.467	2.631	0
1691	85	16	47	0.815	0.473	645.375	3.404	0	-60	32	0.531	0.479	651.467	2.828	0
1711	86	24	36	0.815	0.473	645.375	3.444	0	-53	49	0.532	0.479	651.467	2.904	0
1731	87	33	29	0.816	0.473	645.375	3.322	0	-62	0	0.532	0.479	651.467	2.853	0
1751	88	27	37	0.816	0.473	645.375	3.361	0	-51	42	0.532	0.479	651.467	2.675	0
1771	89	28	34	0.816	0.473	645.471	3.347	0	-53	40	0.532	0.479	650.741	2.684	0
1791	90	21	28	0.816	0.473	645.471	3.496	0	-66	33	0.533	0.479	650.741	3.023	0
1811	91	34	-2	0.816	0.474	645.471	3.403	0	-82	66	0.533	0.479	650.741	2.950	0
1831	92	35	64	0.816	0.474	645.471	3.272	0	-75	39	0.533	0.479	650.741	2.974	0
1851	93	33	44	0.816	0.474	645.471	3.302	0	-70	54	0.533	0.479	650.741	2.945	0
1871	94	31	45	0.817	0.474	645.890	3.334	0	-77	34	0.533	0.479	652.086	2.958	0
1890	95	14	56	0.816	0.474	645.890	3.325	0	-50	31	0.533	0.479	652.086	3.095	0
1910	96	43	71	0.816	0.474	645.890	3.370	0	-72	77	0.533	0.479	652.086	3.151	0
1930	97	49	56	0.816	0.474	645.890	3.354	0	-1280	-1024	0.816	0.474	-1.000	-1.000	4
1950	98	40	48	0.816	0.474	645.890	3.369	0	-86	104	0.533	0.479	652.086	2.862	0
1970	99	39	43	0.816	0.474	647.581	3.372	0	-87	103	0.533	0.479	652.147	2.863	0
1990	100	32	25	0.816	0.474	647.581	3.513	0	-87	47	0.533	0.479	652.147	3.038	0
2010	101	38	36	0.816	0.474	647.581	3.402	0	-70	18	0.533	0.479	652.147	2.954	0
2030	102	35	51	0.816	0.474	647.581	3.394	0	-79	59	0.532	0.479	652.147	2.744	0
2050	103	28	17	0.816	0.474	647.581	3.403	0	-93	55	0.532	0.479	652.147	2.778	0
2070	104	30	31	0.816	0.474	646.119	3.392	0	-85	55	0.532	0.479	652.277	2.813	0
2090	105	39	22	0.815	0.474	646.119	3.480	0	-94	100	0.532	0.479	652.277	2.718	0
2110	106	-1280	-1024	0.532	0.479	-1.000	-1.000	4	-101	34	0.532	0.479	652.277	2.951	0
2130	107	43	41	0.815	0.474	646.119	3.317	0	-84	116	0.532	0.479	652.277	2.650	0
2150	108	33	28	0.816	0.474	646.119	3.376	0	-81	94	0.532	0.479	652.277	2.715	0
2170	109	32	24	0.816	0.473	647.097	3.381	0	-79	82	0.532	0.479	652.112	2.755	0
2190	110	65	44	0.815	0.473	647.097	3.419	0	-72	72	0.532	0.479	652.112	2.711	0
2209	111	85	29	0.815	0.473	647.097	3.343	0	-104	99	0.532	0.478	652.112	2.516	0
2229	112	-1280	-1024	0.532	0.478	-1.000	-1.000	4	-66	60	0.532	0.478	652.112	2.579	0
2249	113	75	44	0.815	0.473	647.097	3.323	0	-109	51	0.532	0.478	652.112	2.558	0
2269	114	73	37	0.815	0.473	649.061	3.333	0	-97	51	0.532	0.478	652.327	2.539	0
2289	115	87	38	0.815	0.473	649.061	3.436	0	-91	59	0.532	0.478	652.327	2.729	0
2309	116	92	20	0.815	0.473	649.061	3.326	0	-1280	-1024	0.815	0.473	-1.000	-1.000	4
2329	117	72	28	0.815	0.473	649.061	3.245	0	-120	36	0.532	0.478	652.327	2.575	0
2349	118	67	26	0.815	0.473	649.061	3.285	0	-95	52	0.532	0.478	652.327	2.731	0
2369	119	67	40	0.815	0.472	644.779	3.223	0	-98	44	0.531	0.478	654.404	2.739	0
2389	120	206	56	0.814	0.472	644.779	3.234	0	-1280	-1024	0.814	0.472	-1.000	-1.000	4
2409	121	188	44	0.814	0.472	644.779	3.183	0	-1280	-1024	0.814	0.472	-1.000	-1.000	4
2429	122	195	50	0.814	0.472	644.779	3.291	0	-1280	-1024	0.814	0.472	-1.000	-1.000	4
2449	123	176	54	0.814	0.472	644.779	3.268	0	-1280	-1024	0.814	0.472	-1.000	-1.000	4
2469	124	177	58	0.814	0.472	642.359	3.260	0	-1280	-1024	0.531	0.477	-1.000	-1.000	4
2489	125	188	59	0.815	0.472	642.359	3.206	0	-1280	-1024	0.815	0.472	-1.000	-1.000	4
2509	126	199	74	0.815	0.472	642.359	3.226	0	-1280	-1024	0.815	0.472	-1.000	-1.000	4
2529	127	203	69	0.815	0.472	642.359	3.233	0	-1280	-1024	0.815	0.472	-1.000	-1.000	4
2548	128	155	71	0.815	0.472	642.359	3.194	0	-1280	-1024	0.815	0.472	-1.000	-1.000	4
2568	129	153	40	0.816	0.472	650.708	3.245	0	-1280	-1024	0.532	0.477	-1.000	-1.000	4
2588	130	195	47	0.816	0.472	650.708	3.157	0	-1280	-1024	0.816	0.472	-1.000	-1.000	4
2608	131	208	35	0.816	0.472	650.708	3.268	0	-1280	-1024	0.816	0.472	-1.000	-1.000	4
2628	132	203	21	0.816	0.472	650.708	3.275	0	-1280	-1024	0.816	0.472	-1.000	-1.000	4
2648	133	189	44	0.816	0.472	650.708	3.336	0	-1280	-1024	0.816	0.472	-1.000	-1.000	4
2668	134	190	25	0.816	0.472	653.243	3.374	0	-1280	-1024	0.532	0.477	-1.000	-1.000	4
2688	135	334	21	0.815	0.472	653.243	3.363	0	-1280	-1024	0.815	0.472	-1.000	-1.000	4
2708	136	332	24	0.815	0.472	653.243	3.307	0	-1280	-1024	0.815	0.472	-1.000	-1.000	4
2728	137	341	74	0.815	0.472	653.243	3.392	0	-1280	-1024	0.815	0.472	-1.000	-1.000	4
2748	138	333	49	0.815	0.472	653.243	3.260	0	-1280	-1024	0.815	0.472	-1.000	-1.000	4
2768	139	336	65	0.815	0.472	653.088	3.272	0	-1280	-1024	0.531	0.477	-1.000	-1.000	4
2788	140	316	62	0.815	0.472	653.088	3.378	0	-1280	-1024	0.815	0.472	-1.000	-1.000	4
2808	141	345	32	0.815	0.472	653.088	3.278	0	-1280	-1024	0.815	0.472	-1.000	-1.000	4
2828	142	331	31	0.815	0.472	653.088	3.340	0	-1280	-1024	0.815	0.472	-1.000	-1.000	4
2848	143	333	58	0.814	0.471	653.088	3.443	0	-1280	-1024	0.814	0.471	-1.000	-1.000	4
2867	144	334	52	0.814	0.472	650.334	3.399	0	-1280	-1024	0.531	0.476	-1.000	-1.000	4
2887	145	247	48	0.815	0.471	650.334	3.571	0	-1280	-1024	0.815	0.471	-1.000	-1.000	4
2907	146	74	56	0.816	0.472	650.334	3.469	0	-99	55	0.533	0.477	655.390	2.969	0
2927	147	82	66	0.817	0.472	650.334	3.440	0	-1280	-1024	0.817	0.472	-1.000	-1.000	4
2947	148	59	59	0.817	0.472	650.334	3.562	0	-85	73	0.533	0.477	655.390	2.854	0
2967	149	56	64	0.817	0.472	649.916	3.501	0	-81	83	0.533	0.477	652.459	2.841	0
2987	150	69	72	0.817	0.472	647.368	3.572	0	-81	81	0.534	0.477	652.459	2.837	0
3007	151	82	73	0.817	0.472	639.468	3.455	0	-105	90	0.534	0.477	652.459	2.828	0
3027	152	-1280	-1024	0.534	0.477	-1.000	-1.000	4	-76	94	0.534	0.477	652.459	2.681	0
3047	153	75	107	0.817	0.472	634.042	3.433	0	-111	99	0.534	0.477	652.459	2.786	0
3067	154	61	58	0.818	0.472	648.084	3.507	0	-105	98	0.534	0.477	654.384	2.748	0
3087	155	76	53	0.817	0.472	648.084	3.492	0	-97	72	0.534	0.477	654.384	2.820	0
3107	156	53	73	0.818	0.472	648.084	3.478	0	-80	82	0.534	0.477	654.384	3.171	0
3127	157	60	105	0.818	0.472	648.084	3.301	0	-64	77	0.535	0.477	654.384	3.181	0
3147	158	46	112	0.818	0.472	648.084	3.521	0	-69	66	0.535	0.476	654.384	3.078	0
3167	159	47	121	0.818	0.472	647.826	3.471	0	-62	67	0.535	0.476	654.409	3.050	0
3186	160	36	71	0.818	0.472	647.826	3.341	0	-63	65	0.535	0.476	654.409	3.070	0
3206	161	33	91	0.818	0.472	647.826	3.491	0	-90	104	0.535	0.476	654.409	2.938	0
3226	162	35	91	0.819	0.472	647.826	3.425	0	-71	94	0.535	0.476	654.409	2.994	0
3246	163	56	89	0.819	0.472	647.826	3.225	0	-53	55	0.535	0.476	654.409	3.193	0
3266	164	55	88	0.819	0.471	647.550	3.272	0	-60	70	0.535	0.476	654.866	3.153	0
3286	165	32	83	0.819	0.471	647.550	3.540	0	-48	89	0.535	0.476	654.866	3.091	0
3306	166	32	96	0.819	0.471	647.550	3.346	0	-86	67	0.535	0.476	654.866	3.133	0
3326	167	44	86	0.819	0.471	647.550	3.351	0	-72	124	0.535	0.476	654.866	3.010	0
3346	168	165	76	0.818	0.471	647.550	3.364	0	-1280	-1024	0.818	0.471	-1.000	-1.000	4
3366	169	180	71	0.817	0.471	649.989	3.384	0	-1280	-1024	0.534	0.476	-1.000	-1.000	4
3386	170	160	62	0.818	0.471	649.989	3.391	0	-1280	-1024	0.818	0.471	-1.000	-1.000	4
3406	171	155	57	0.818	0.471	649.989	3.366	0	-1280	-1024	0.818	0.471	-1.000	-1.000	4
3426	172	174	34	0.818	0.472	649.989	3.355	0	-1280	-1024	0.818	0.472	-1.000	-1.000	4
3446	173	174	64	0.819	0.472	649.989	3.431	0	-1280	-1024	0.819	0.472	-1.000	-1.000	4
3466	174	174	63	0.819	0.472	647.911	3.408	0	-1280	-1024	0.535	0.476	-1.000	-1.000	4
3485	175	188	38	0.819	0.472	647.911	3.321	0	-1280	-1024	0.819	0.472	-1.000	-1.000	4
3505	176	193	45	0.819	0.472	647.911	3.283	0	-1280	-1024	0.819	0.472	-1.000	-1.000	4
3525	177	177	63	0.819	0.473	647.911	3.507	0	-1280	-1024	0.819	0.473	-1.000	-1.000	4
3545	178	184	51	0.819	0.473	647.911	3.351	0	-1280	-1024	0.819	0.473	-1.000	-1.000	4
3565	179	181	50	0.819	0.473	650.664	3.405	0	-1280	-1024	0.535	0.477	-1.000	-1.000	4
3585	180	187	60	0.819	0.473	650.664	3.454	0	-1280	-1024	0.819	0.473	-1.000	-1.000	4
3605	181	210	30	0.819	0.473	650.664	3.490	0	-1280	-1024	0.819	0.473	-1.000	-1.000	4
3625	182	172	39	0.819	0.473	650.664	3.339	0	-1280	-1024	0.819	0.473	-1.000	-1.000	4
3645	183	162	39	0.819	0.473	650.664	3.533	0	-1280	-1024	0.819	0.473	-1.000	-1.000	4
3665	184	163	47	0.819	0.472	649.190	3.490	0	-1280	-1024	0.535	0.476	-1.000	-1.000	4
3685	185	159	68	0.819	0.472	649.190	3.329	0	-1280	-1024	0.819	0.472	-1.000	-1.000	4
3705	186	157	59	0.819	0.472	649.190	3.370	0	-1280	-1024	0.819	0.472	-1.000	-1.000	4
3725	187	182	60	0.819	0.472	649.190	3.291	0	-1280	-1024	0.819	0.472	-1.000	-1.000	4
3745	188	211	49	0.819	0.472	649.190	3.368	0	-1280	-1024	0.819	0.472	-1.000	-1.000	4
3765	189	222	50	0.819	0.472	647.581	3.333	0	-1280	-1024	0.535	0.477	-1.000	-1.000	4
3785	190	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
3804	191	202	69	0.819	0.472	647.581	3.404	0	-1280	-1024	0.819	0.472	-1.000	-1.000	4
3824	192	176	85	0.819	0.472	647.581	3.463	0	-1280	-1024	0.819	0.472	-1.000	-1.000	4
3844	193	194	69	0.820	0.472	647.581	3.448	0	-164	71	0.536	0.476	654.259	2.504	0
3864	194	181	63	0.820	0.472	651.064	3.452	0	-166	66	0.536	0.476	655.616	2.509	0
3884	195	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
3904	196	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
3924	197	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
3944	198	191	29	0.821	0.472	651.064	3.492	0	-1280	-1024	0.821	0.472	-1.000	-1.000	4
3964	199	192	32	0.821	0.472	650.172	3.488	0	-1280	-1024	0.537	0.476	-1.000	-1.000	4
3984	200	57	95	0.821	0.474	650.172	3.759	0	80	208	0.538	0.477	654.483	3.840	0
4004	201	60	148	0.822	0.474	650.172	3.513	0	-36	216	0.539	0.477	654.483	3.026	0
4024	202	63	128	0.823	0.474	650.172	3.426	0	-1280	-1024	0.823	0.474	-1.000	-1.000	4
4044	203	37	143	0.823	0.474	650.172	3.426	0	-94	219	0.539	0.477	654.483	2.801	0
4064	204	56	155	0.823	0.474	644.206	3.395	0	-99	209	0.539	0.477	657.993	2.816	0
4084	205	78	142	0.823	0.474	644.206	3.434	0	-96	171	0.540	0.477	657.993	2.846	0
4104	206	65	148	0.823	0.474	644.206	3.361	0	-1280	-1024	0.823	0.474	-1.000	-1.000	4
4124	207	65	158	0.824	0.474	644.206	3.490	0	-1280	-1024	0.824	0.474	-1.000	-1.000	4
4143	208	59	139	0.824	0.474	644.206	3.380	0	-1280	-1024	0.824	0.474	-1.000	-1.000	4
4163	209	57	144	0.824	0.474	644.656	3.432	0	-1280	-1024	0.540	0.476	-1.000	-1.000	4
4183	210	43	144	0.824	0.474	644.656	3.432	0	-107	179	0.540	0.477	655.297	2.801	0
4203	211	56	130	0.824	0.474	644.656	3.535	0	-84	166	0.540	0.477	655.297	2.859	0
4223	212	70	147	0.825	0.474	644.656	3.538	0	-64	173	0.541	0.477	655.297	2.834	0
4243	213	81	131	0.825	0.474	644.656	3.461	0	-1280	-1024	0.825	0.474	-1.000	-1.000	4
4263	214	99	165	0.824	0.474	635.674	3.468	0	-1280	-1024	0.540	0.477	-1.000	-1.000	4
4283	215	77	166	0.824	0.474	635.674	3.340	0	-1280	-1024	0.824	0.474	-1.000	-1.000	4
4303	216	82	171	0.824	0.475	635.674	3.407	0	-43	196	0.540	0.477	656.744	3.147	0
4323	217	63	175	0.824	0.475	635.674	3.290	0	-63	190	0.540	0.477	656.744	3.008	0
4343	218	137	195	0.824	0.474	635.674	3.265	0	-57	179	0.540	0.477	656.744	2.960	0
4363	219	106	157	0.822	0.474	649.162	3.307	0	-72	160	0.538	0.477	660.437	2.929	0
4383	220	198	132	0.822	0.474	649.162	3.592	0	-1280	-1024	0.822	0.474	-1.000	-1.000	4
4403	221	214	158	0.822	0.474	649.162	3.452	0	-1280	-1024	0.822	0.474	-1.000	-1.000	4
4423	222	247	171	0.822	0.474	649.162	3.416	0	-1280	-1024	0.822	0.474	-1.000	-1.000	4
4443	223	229	172	0.821	0.474	649.162	3.454	0	-1280	-1024	0.821	0.474	-1.000	-1.000	4
4462	224	247	187	0.821	0.475	645.278	3.423	0	-1280	-1024	0.537	0.478	-1.000	-1.000	4
4482	225	208	155	0.821	0.475	645.278	3.467	0	-1280	-1024	0.821	0.475	-1.000	-1.000	4
4502	226	220	147	0.821	0.475	645.278	3.534	0	-1280	-1024	0.821	0.475	-1.000	-1.000	4
4522	227	220	160	0.821	0.475	645.278	3.439	0	-1280	-1024	0.821	0.475	-1.000	-1.000	4
4542	228	213	286	0.820	0.476	645.278	3.472	0	-1280	-1024	0.820	0.476	-1.000	-1.000	4
4562	229	214	280	0.818	0.480	650.835	3.511	0	-1280	-1024	0.818	0.480	-1.000	-1.000	4
4582	230	330	618	0.818	0.480	650.835	3.672	0	-1280	-1024	0.818	0.480	-1.000	-1.000	4
4602	231	320	652	0.819	0.480	650.835	3.627	0	-1280	-1024	0.819	0.480	-1.000	-1.000	4
4622	232	331	647	0.819	0.480	650.835	3.569	0	-1280	-1024	0.819	0.480	-1.000	-1.000	4
4642	233	327	592	0.819	0.480	650.835	3.546	0	-1280	-1024	0.819	0.480	-1.000	-1.000	4
4662	234	323	602	0.819	0.480	653.180	3.535	0	-1280	-1024	0.535	0.483	-1.000	-1.000	4
4682	235	340	587	0.819	0.480	653.180	3.574	0	-1280	-1024	0.819	0.480	-1.000	-1.000	4
4702	236	329	631	0.819	0.480	653.180	3.503	0	-1280	-1024	0.819	0.480	-1.000	-1.000	4
4722	237	325	634	0.819	0.480	653.180	3.597	0	-1280	-1024	0.819	0.480	-1.000	-1.000	4
4742	238	301	617	0.819	0.480	653.180	3.609	0	-1280	-1024	0.819	0.480	-1.000	-1.000	4
4761	239	289	613	0.819	0.480	653.690	3.602	0	-1280	-1024	0.534	0.483	-1.000	-1.000	4
4781	240	303	607	0.819	0.480	653.690	3.810	0	-1280	-1024	0.819	0.480	-1.000	-1.000	4
4801	241	320	645	0.819	0.480	653.690	3.596	0	-1280	-1024	0.819	0.480	-1.000	-1.000	4
4821	242	344	662	0.819	0.480	653.690	3.448	0	-1280	-1024	0.819	0.480	-1.000	-1.000	4
4841	243	312	600	0.819	0.480	653.690	3.779	0	-1280	-1024	0.819	0.480	-1.000	-1.000	4
4861	244	317	625	0.819	0.480	652.119	3.624	0	-1280	-1024	0.534	0.483	-1.000	-1.000	4
4881	245	343	632	0.820	0.480	652.119	3.533	0	-1280	-1024	0.820	0.480	-1.000	-1.000	4
4901	246	325	647	0.819	0.480	652.119	3.574	0	-1280	-1024	0.819	0.480	-1.000	-1.000	4
4921	247	333	642	0.819	0.479	652.119	3.569	0	-1280	-1024	0.819	0.479	-1.000	-1.000	4
4941	248	319	647	0.819	0.480	652.119	3.526	0	-1280	-1024	0.819	0.480	-1.000	-1.000	4
4961	249	320	644	0.819	0.480	652.936	3.549	0	-1280	-1024	0.534	0.483	-1.000	-1.000	4
4981	250	308	656	0.820	0.479	652.936	3.495	0	-1280	-1024	0.820	0.479	-1.000	-1.000	4
5001	251	298	623	0.820	0.479	652.936	3.582	0	-1280	-1024	0.820	0.479	-1.000	-1.000	4
5021	252	316	582	0.820	0.479	652.936	3.593	0	-1280	-1024	0.820	0.479	-1.000	-1.000	4
5041	253	317	602	0.820	0.479	652.936	3.543	0	-1280	-1024	0.820	0.479	-1.000	-1.000	4
5061	254	318	585	0.820	0.480	650.763	3.582	0	-1280	-1024	0.820	0.480	-1.000	-1.000	4
5080	255	334	651	0.821	0.480	650.763	3.492	0	-1280	-1024	0.821	0.480	-1.000	-1.000	4
5100	256	338	659	0.820	0.480	650.763	3.648	0	-1280	-1024	0.820	0.480	-1.000	-1.000	4
5120	257	316	610	0.820	0.480	650.763	3.477	0	-1280	-1024	0.820	0.480	-1.000	-1.000	4
5140	258	322	630	0.820	0.480	650.763	3.579	0	-1280	-1024	0.820	0.480	-1.000	-1.000	4
5160	259	329	620	0.820	0.480	651.403	3.625	0	-1280	-1024	0.820	0.480	-1.000	-1.000	4
5180	260	340	598	0.820	0.480	651.403	3.441	0	-1280	-1024	0.820	0.480	-1.000	-1.000	4
5200	261	319	615	0.820	0.480	651.403	3.445	0	-1280	-1024	0.820	0.480	-1.000	-1.000	4
5220	262	342	664	0.820	0.480	651.403	3.529	0	-1280	-1024	0.820	0.480	-1.000	-1.000	4
