"total number of fixations","sum of all fixation duration","mean duration","median duration","StDev of durations","Min. duration","Max. duration","total number of saccades","sum of all saccade length","mean saccade length","median saccade length","StDev of saccade lengths","min saccade length","max saccade length","sum of all saccade durations","mean saccade duration","median saccade duration","StDev of saccade durations","Min. saccade duration","Max. saccade duration","scanpath duration","fixation to saccade ratio","sum of all absolute degrees","mean absolute degree","median absolute degree","StDev of absolute degrees","min absolute degree","max absolute degree","sum of all relative degrees","mean relative degree","median relative degree","StDev of relative degrees","min relative degree","max relative degree","convex hull area"
"49","16028.720000000001","333.9316666666667","279.20500000000004","164.40203188076728","49.099999999999994","739.4399999999999","47","8084.906347822328","172.01928399621974","108.84821754709992","186.69537553314677","6.520950672287062","799.3090737673681","1.88936195101E11","4.0199190447021275E9","3.943237951E9","1.7893386468027258E9","6.41235949E8","9.0368655895E9","1.8893621112972E11","8.483668251830464E-8","2544.141885958752","54.1306784246543","61.38286208097115","27.909051266060835","0.18117182151826508","89.85321352477736","3259.6234334607707","70.86137898827762","73.74860856551341","41.906291983231434","2.2811365796081304","170.05708572094048","488719.49846446095"
